1,37
1,38
1,50
1,51
1,97
1,98
2,11
2,81
2,82
3,10
3,12
3,83
4,12
4,81
4,82
5,10
5,11
5,12
7,47
8,46
8,48
10,48
10,70
10,79
10,92
11,26
11,28
11,29
11,30
11,33
11,34
11,46
11,47
11,48
11,54
11,69
11,71
11,78
12,8
12,9
12,25
12,27
12,29
12,34
12,35
12,53
12,54
12,55
12,71
12,79
13,7
13,10
13,25
13,27
13,29
13,31
13,34
13,35
13,54
13,55
13,94
14,10
14,30
14,65
14,94
15,8
15,9
15,10
15,94
16,78
16,80
17,78
17,81
18,36
18,37
18,43
18,44
18,45
18,78
18,80
19,36
19,37
19,74
19,75
20,73
20,76
20,84
21,73
21,75
21,83
21,85
22,31
22,32
22,86
22,98
23,21
23,28
23,29
23,31
23,82
23,85
23,90
24,22
24,28
24,62
24,82
24,88
24,89
24,91
25,8
25,9
25,22
25,27
25,28
25,64
25,82
25,83
25,91
26,8
26,9
26,28
26,29
26,61
26,64
26,87
26,89
27,63
27,85
27,86
27,88
28,39
28,85
28,86
29,38
29,41
29,87
30,42
31,39
31,41
31,50
31,61
31,62
31,63
31,64
32,61
32,62
32,73
32,74
33,23
33,24
33,73
33,74
34,22
34,23
34,24
35,23
37,62
38,62
38,64
39,63
39,80
39,87
39,88
39,89
40,53
40,54
40,63
40,80
40,88
40,90
41,52
41,63
41,64
41,80
41,88
41,90
41,95
41,96
42,53
42,54
42,89
42,90
42,97
43,52
43,53
43,95
43,96
45,46
45,47
45,48
45,91
45,92
45,93
46,23
46,24
46,46
46,90
46,94
47,24
47,25
47,46
47,48
47,93
48,63
48,64
49,62
49,65
50,42
50,43
50,63
50,64
50,77
51,43
51,44
51,45
51,68
51,69
51,77
52,43
52,44
52,47
52,67
52,70
52,77
53,45
53,47
53,69
54,67
54,69
54,96
55,34
55,62
55,63
55,68
55,95
55,98
56,29
56,30
56,34
56,58
56,59
56,63
56,64
56,69
56,80
56,81
56,82
56,96
56,98
57,29
57,30
57,34
57,57
57,59
57,64
57,87
57,88
57,89
57,97
58,2
58,3
58,4
58,42
58,43
58,44
58,57
58,59
58,88
59,2
59,3
59,4
59,57
59,58
60,20
60,21
60,36
60,37
60,42
60,44
61,20
61,21
61,38
61,43
62,35
62,38
63,35
63,37
63,78
64,53
64,76
64,79
65,54
65,55
65,85
65,86
66,75
66,78
66,84
66,87
67,2
67,3
67,4
67,42
67,43
67,76
67,85
67,86
68,2
68,3
68,4
68,7
68,8
68,9
68,42
68,43
69,8
69,33
69,89
70,32
70,34
70,88
70,89
71,1
71,32
71,34
71,88
72,76
72,77
72,78
73,76
73,77
73,78
74,11
75,11
75,12
76,12
76,13
77,1
77,2
78,82
78,83
78,84
78,86
78,90
78,91
79,2
79,45
79,72
79,73
79,82
79,83
79,85
79,86
79,87
79,89
79,90
79,91
80,45
80,72
80,73
80,83
80,84
80,88
81,11
81,12
81,45
81,64
81,65
81,87
82,12
82,13
82,64
82,65
83,12
83,13
83,32
83,33
84,13
84,14
84,34
85,12
85,14
85,31
85,33
85,34
86,12
86,15
86,31
86,35
86,36
87,13
87,14
87,32
87,35
87,36
88,31
88,35
89,32
89,34
89,83
89,85
89,86
90,33
91,21
91,24
92,20
92,22
93,7
93,8
93,21
93,22
93,73
93,74
94,7
94,8
94,98
95,38
95,42
95,43
95,44
95,72
95,98
96,41
96,42
96,43
96,44
96,68
96,70
96,71
96,72
96,98
97,38
97,41
97,70
97,73
98,70
98,72
