1,2
1,5
1,8
1,9
1,12
1,13
1,14
1,16
1,17
1,19
1,20
1,22
1,23
1,25
1,26
1,28
1,29
1,31
1,33
1,38
1,39
1,41
1,44
1,45
1,46
1,53
1,56
1,57
1,59
1,60
1,61
1,65
1,66
1,67
1,69
1,70
1,71
1,72
1,73
1,78
1,84
1,85
1,86
1,91
1,92
1,93
2,1
2,3
2,4
2,6
2,7
2,11
2,14
2,15
2,16
2,21
2,25
2,26
2,27
2,28
2,30
2,31
2,36
2,40
2,41
2,42
2,44
2,47
2,48
2,51
2,53
2,54
2,55
2,57
2,58
2,60
2,62
2,63
2,65
2,66
2,69
2,70
2,72
2,73
2,74
2,76
2,77
2,78
2,79
2,83
2,84
2,85
2,86
2,88
2,90
2,92
2,93
2,96
3,2
3,4
3,5
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,21
3,27
3,28
3,29
3,31
3,32
3,35
3,43
3,44
3,47
3,48
3,49
3,50
3,55
3,56
3,57
3,58
3,61
3,62
3,63
3,65
3,68
3,69
3,72
3,73
3,74
3,78
3,79
3,80
3,82
3,83
3,84
3,85
3,87
3,88
3,90
3,91
3,92
3,93
3,94
3,95
3,97
4,2
4,4
4,9
4,11
4,12
4,15
4,16
4,19
4,20
4,21
4,22
4,27
4,28
4,33
4,35
4,37
4,41
4,43
4,45
4,47
4,48
4,50
4,52
4,53
4,58
4,59
4,60
4,61
4,63
4,66
4,70
4,71
4,72
4,74
4,76
4,78
4,79
4,86
4,90
4,92
4,93
4,95
4,96
4,97
4,98
5,2
5,3
5,9
5,10
5,11
5,12
5,14
5,17
5,22
5,23
5,24
5,26
5,33
5,39
5,43
5,45
5,46
5,47
5,48
5,49
5,51
5,52
5,56
5,57
5,59
5,60
5,61
5,62
5,63
5,64
5,67
5,69
5,70
5,74
5,76
5,77
5,78
5,79
5,81
5,84
5,85
5,87
5,88
5,89
5,90
5,92
5,93
5,94
5,96
5,98
6,2
6,3
6,4
6,5
6,8
6,9
6,15
6,17
6,21
6,22
6,23
6,27
